branch,college_tier,cgpa,internships,projects_count,certifications,salary_package_lpa,skill,placed_3m,placed_6m,placed_12m,industry_demand
3,1,6.41,0,2,1,15.2,5,1,1,1,2
2,1,8.35,2,5,3,15.81,5,1,1,1,3
1,3,9.13,1,2,3,20.39,5,1,1,1,3
2,3,8.9,2,3,0,22.54,6,1,1,1,3
3,1,6.27,3,3,2,18.75,6,1,1,1,2
3,3,7.61,2,1,1,20.56,6,1,1,1,2
4,2,6.69,2,3,3,19.29,5,1,1,1,5
2,2,7.73,1,4,3,16.41,5,1,1,1,3
4,2,8.82,2,2,1,17.07,5,1,1,1,5
1,1,7.08,1,4,1,15.89,6,1,1,1,3
3,3,8.24,2,2,1,21.75,5,1,1,1,2
1,2,7.36,1,3,2,15.94,5,1,1,1,3
4,2,7.31,2,2,2,21.01,6,1,1,1,5
3,1,6.84,2,4,4,19.24,5,1,1,1,2
4,2,7.82,1,2,0,18.81,6,1,1,1,5
2,3,7.91,0,3,1,19.49,6,1,1,1,3
3,1,6.09,0,3,0,14.64,6,1,1,1,2
4,3,7.68,3,2,2,23.62,6,1,1,1,5
3,1,7.82,0,4,4,14.88,6,1,1,1,2
4,1,9.31,1,3,3,14.3,5,1,1,1,5
4,2,7.16,0,5,0,13.13,5,1,1,1,5
4,2,7.42,1,1,0,16.5,5,1,1,1,5
3,1,6.88,2,1,1,14.98,5,1,1,1,2
1,1,5.95,3,1,2,17.69,5,1,1,1,3
3,2,7.92,3,2,1,20.39,6,1,1,1,2
4,1,7.63,2,2,0,19.11,5,1,1,1,5
2,1,5.92,0,3,3,13.43,6,1,1,1,3
4,2,7.86,2,2,2,17.49,5,1,1,1,5
4,2,7.58,1,2,1,17.77,5,1,1,1,5
4,1,6.53,3,1,0,18.33,5,1,1,1,5
4,2,8.11,1,5,0,17.55,6,1,1,1,5
3,2,8.09,1,3,3,15.9,5,1,1,1,2
2,3,6.35,1,2,2,18.21,6,1,1,1,3
3,1,7.19,1,2,3,13.95,4,1,1,1,2
3,2,8.47,3,4,1,20.33,6,1,1,1,2
4,1,7.18,1,5,3,18.33,6,1,1,1,5
4,1,8.38,3,1,2,18.98,5,1,1,1,5
3,1,6.47,0,2,1,17.57,6,1,1,1,2
3,3,6.98,1,3,3,20.02,6,1,1,1,2
1,3,8.14,1,4,1,18.07,5,1,1,1,3
4,1,8.32,2,1,0,21.32,5,1,1,1,5
1,2,6.38,1,3,2,15.89,5,1,1,1,3
3,2,6.94,1,1,3,14.62,5,1,1,1,2
1,1,8.02,1,4,0,15.99,5,1,1,1,3
2,1,6.39,3,1,0,17.92,6,1,1,1,3
2,2,6.49,1,2,3,18.47,6,1,1,1,3
3,3,6.97,2,1,2,22.46,5,1,1,1,2
4,2,6.81,1,2,3,20.17,6,1,1,1,5
2,3,8.15,3,2,1,24.61,6,1,1,1,3
3,1,6.48,1,2,2,15.3,6,1,1,1,2
4,3,6.36,0,2,0,17.48,6,1,1,1,5
3,2,6.76,0,4,2,17.47,6,1,1,1,2
3,1,6.67,0,3,0,15.76,6,1,1,1,2
3,1,6.62,1,2,4,14.33,5,1,1,1,2
2,2,6.99,1,5,1,18.29,6,1,1,1,3
2,1,7.43,1,3,0,14.98,5,1,1,1,3
3,2,6.11,1,4,4,15.91,5,1,1,1,2
4,2,8.26,2,5,2,20.73,7,1,1,1,5
2,2,7.38,1,5,3,18.84,6,1,1,1,3
1,2,6.73,0,1,2,16.02,5,1,1,1,3
1,3,7.16,1,2,4,22.87,6,1,1,1,3
4,2,6.2,3,3,1,19.62,6,1,1,1,5
2,2,5.66,3,1,0,17.74,5,1,1,1,3
4,1,7.09,0,3,3,14.97,4,1,1,1,5
4,2,6.4,0,2,1,14.01,5,1,1,1,5
4,1,6.15,2,2,2,17.57,6,1,1,1,5
4,2,6.83,3,4,0,20.02,6,1,1,1,5
4,3,8.67,0,3,1,18.87,4,1,1,1,5
4,1,8.62,2,3,1,17.77,5,1,1,1,5
3,2,7.11,1,2,2,18.4,5,1,1,1,2
3,2,6.42,1,3,2,16.58,5,1,1,1,2
3,1,8.28,3,4,0,22.44,6,1,1,1,2
3,3,6.24,0,3,1,13.14,5,1,1,1,2
2,2,7.8,1,2,1,16.88,6,1,1,1,3
4,3,7.83,0,1,2,12.89,4,1,1,1,5
4,3,8.06,0,2,1,18.07,6,1,1,1,5
4,2,6.25,2,1,2,17.67,6,1,1,1,5
2,2,6.51,1,1,2,17.6,6,1,1,1,3
4,3,6.88,1,4,2,15.41,4,1,1,1,5
1,1,7.73,1,1,2,18.04,5,1,1,1,3
3,1,6.01,2,3,3,16.46,6,1,1,1,2
2,1,7.67,1,3,2,15.86,5,1,1,1,3
3,3,8.33,3,2,2,21.91,5,1,1,1,2
1,1,6.53,3,1,2,17.84,5,1,1,1,3
2,1,7.59,2,2,0,17.64,6,1,1,1,3
4,3,8.91,1,0,0,21.77,5,1,1,1,5
4,2,7.43,0,2,0,16.22,6,1,1,1,5
2,2,7.4,1,3,1,18.82,6,1,1,1,3
4,1,6.66,3,4,2,19.33,5,1,1,1,5
3,1,7.35,2,1,0,16.55,5,1,1,1,2
1,2,6.77,0,4,3,16.97,7,1,1,1,3
3,2,6.59,0,1,1,16.43,7,1,1,1,2
4,2,5.27,3,5,1,19.42,5,1,1,1,5
3,1,5.78,0,5,3,15.42,6,1,1,1,2
4,1,6.46,2,2,1,15.33,5,1,1,1,5
3,1,8.39,1,2,1,16.39,6,1,1,1,2
4,2,6.2,1,2,1,18.46,6,1,1,1,5
4,1,8.03,1,2,0,15.67,5,1,1,1,5
2,2,7.59,0,3,3,16.55,5,1,1,1,3
2,3,6.33,0,3,1,21.49,6,1,1,1,3
3,2,7.32,0,3,2,17.22,6,1,1,1,2
1,2,7.55,1,2,3,19.89,6,1,1,1,3
4,1,7.19,1,4,0,17.31,7,1,1,1,5
3,2,7.48,1,2,2,16.66,5,1,1,1,2
4,1,6.8,2,2,2,18.51,5,1,1,1,5
2,2,6.52,2,2,1,21.24,6,1,1,1,3
4,2,7.37,1,2,0,19.23,5,1,1,1,5
4,3,6.68,1,2,1,20.37,6,1,1,1,5
2,1,7.39,2,4,0,15.38,4,1,1,1,3
3,3,7.36,1,2,0,22.07,6,1,1,1,2
4,1,7.62,2,1,3,19.51,6,1,1,1,5
4,2,5.41,0,2,3,15.23,5,1,1,1,5
2,2,7.58,0,2,2,11.87,4,1,1,1,3
3,1,6.59,0,2,1,14.85,5,1,1,1,2
2,1,6.76,2,2,3,15.35,5,1,1,1,3
3,1,7.53,1,2,0,15.1,5,1,1,1,2
4,2,8.06,3,2,1,17.84,5,1,1,1,5
3,3,7.44,0,3,1,15.31,5,1,1,1,2
3,1,5.99,1,1,1,13.74,5,1,1,1,2
4,1,8.72,0,2,1,17.03,6,1,1,1,5
4,1,7.21,0,3,1,17.73,6,1,1,1,5
4,3,9.57,2,1,0,22.44,6,1,1,1,5
2,2,6.82,1,2,1,16.5,6,1,1,1,3
2,1,7.92,2,4,0,18.05,5,1,1,1,3
4,2,6.58,2,3,2,16.86,5,1,1,1,5
3,1,7.84,1,3,3,13.29,5,1,1,1,2
3,1,6.77,2,5,1,18.57,6,1,1,1,2
1,2,7.31,1,2,4,19.91,7,1,1,1,3
2,3,7.92,0,2,3,13.36,5,1,1,1,3
3,1,5.79,2,2,2,12.92,4,1,1,1,2
4,1,5.45,1,4,1,13.22,5,1,1,1,5
3,2,6.84,1,2,1,16.65,6,1,1,1,2
4,2,7.55,2,4,0,17.66,5,1,1,1,5
3,3,7.04,1,4,1,19.4,6,1,1,1,2
3,3,7.67,2,3,2,19.29,6,1,1,1,2
4,1,6.26,3,2,2,13.99,4,1,1,1,5
2,3,6.05,0,5,1,14.84,4,1,1,1,3
1,3,6.48,1,4,2,21.08,7,1,1,1,3
4,3,8.63,0,1,1,20.6,6,1,1,1,5
4,2,7.26,2,4,1,20.58,5,1,1,1,5
4,3,6.21,1,3,1,17.28,6,1,1,1,5
4,1,6.2,2,2,1,18.05,5,1,1,1,5
4,1,5.89,0,2,2,11.7,5,1,1,1,5
3,3,8.09,1,2,1,18.79,5,1,1,1,2
4,3,8.19,0,3,0,19.19,6,1,1,1,5
2,3,9.06,0,1,2,18.04,5,1,1,1,3
1,1,8.05,1,3,3,19.07,6,1,1,1,3
2,3,7.33,0,3,1,17.54,6,1,1,1,3
3,2,5.89,0,0,1,21.61,7,1,1,1,2
4,1,7.42,2,2,1,19.11,5,1,1,1,5
2,2,5.99,2,3,1,17.31,6,1,1,1,3
4,2,8.33,1,4,1,17.06,5,1,1,1,5
1,2,6.93,1,2,2,17.52,6,1,1,1,3
2,1,5.87,0,3,2,18.15,7,1,1,1,3
2,2,7.72,1,1,1,15.45,5,1,1,1,3
2,2,6.4,2,4,2,16.22,5,1,1,1,3
2,1,6.51,1,2,3,15.67,5,1,1,1,3
4,3,8.67,2,1,0,18.15,4,1,1,1,5
4,1,7.63,0,4,0,14.34,5,1,1,1,5
2,3,8.4,1,1,1,22.42,6,1,1,1,3
2,3,7.58,1,5,1,19.43,6,1,1,1,3
4,1,5.57,0,2,2,18.52,6,1,1,1,5
3,1,7.85,0,3,1,23.02,7,1,1,1,2
3,1,6.98,0,1,3,15.69,5,1,1,1,2
2,2,7.01,1,3,1,16.67,5,1,1,1,3
3,2,8.09,2,5,3,19.35,6,1,1,1,2
4,2,7.19,0,1,1,16.43,4,1,1,1,5
2,2,6.83,0,2,3,15.9,5,1,1,1,3
3,3,8.98,0,2,3,16.59,5,1,1,1,2
4,2,7.92,2,0,1,23.17,7,1,1,1,5
4,1,6.68,1,2,3,14.66,6,1,1,1,5
4,2,6.27,1,3,1,16.45,5,1,1,1,5
4,1,6.59,0,3,1,14.57,5,1,1,1,5
2,2,7.93,3,2,2,24.03,6,1,1,1,3
4,1,8.34,2,3,0,19.06,6,1,1,1,5
2,2,7.09,1,3,2,18.31,6,1,1,1,3
3,3,8.29,1,2,0,19.55,5,1,1,1,2
3,1,6.83,2,2,1,15.01,4,1,1,1,2
4,3,7.8,1,1,2,17.39,4,1,1,1,5
4,3,8.32,0,1,2,19.93,6,1,1,1,5
3,2,8.16,0,1,1,14.21,5,1,1,1,2
4,2,6.22,1,2,1,16.11,5,1,1,1,5
4,2,6.42,0,2,2,10.51,5,1,1,1,5
4,2,9.22,1,2,1,17.03,5,1,1,1,5
2,1,8.6,1,2,2,22.45,6,1,1,1,3
2,1,6.35,2,3,3,16.69,5,1,1,1,3
3,1,8.13,1,2,0,16.37,6,1,1,1,2
4,2,6.81,1,1,2,21.93,7,1,1,1,5
2,2,8.06,2,4,1,20.94,5,1,1,1,3
3,2,8.11,1,2,1,20.13,7,1,1,1,2
2,3,7.45,1,3,1,20.46,5,1,1,1,3
1,2,6.78,1,2,2,13.15,5,1,1,1,3
3,1,7.82,1,2,2,14.96,5,1,1,1,2
1,1,6.33,0,2,2,17.98,7,1,1,1,3
4,3,6.74,2,2,3,18.83,6,1,1,1,5
3,1,6.5,1,3,2,16.49,6,1,1,1,2
4,2,6.84,2,5,4,19.18,5,1,1,1,5
2,3,6.86,1,4,2,18.88,6,1,1,1,3
3,3,6.91,3,2,3,21.54,6,1,1,1,2
4,1,7.48,0,0,3,15.13,5,1,1,1,5
1,2,7.61,3,1,4,17.63,6,1,1,1,3
1,2,7.37,1,1,3,17.15,5,1,1,1,3
3,1,7.27,1,4,3,14.45,5,1,1,1,2
4,2,7.98,2,1,0,14.85,5,1,1,1,5
4,2,6.35,3,3,2,20.37,5,1,1,1,5
1,2,8.46,0,1,4,17.94,6,1,1,1,3
3,2,6.23,1,2,0,15.78,5,1,1,1,2
2,2,6.27,2,4,3,16.68,5,1,1,1,3
4,2,6.45,1,3,0,12.03,5,1,1,1,5
4,2,6.66,1,0,2,11.73,5,1,1,1,5
3,2,7.46,3,0,1,15.89,4,1,1,1,2
1,3,7.75,0,5,3,17.48,5,1,1,1,3
4,2,8.38,1,2,1,16.66,6,1,1,1,5
4,1,6.01,2,2,1,16.96,5,1,1,1,5
3,1,7.89,1,1,3,16.72,6,1,1,1,2
2,1,7.1,0,2,2,18.04,7,1,1,1,3
1,3,9.32,0,3,2,16.9,5,1,1,1,3
2,2,7.36,0,2,2,14.62,5,1,1,1,3
4,1,6.75,1,1,3,19.97,7,1,1,1,5
2,1,7.84,2,4,1,14.71,5,1,1,1,3
1,2,6.71,0,0,1,16.07,5,1,1,1,3
4,2,6.4,2,2,1,17.44,6,1,1,1,5
4,1,6.15,0,4,3,14.56,5,1,1,1,5
2,2,8.0,0,2,3,13.17,4,1,1,1,3
4,1,6.08,1,2,1,17.91,6,1,1,1,5
4,1,7.41,1,0,3,13.27,5,1,1,1,5
3,1,7.6,0,4,2,12.25,4,1,1,1,2
4,3,9.23,0,3,1,19.03,6,1,1,1,5
2,1,7.09,3,2,3,22.37,6,1,1,1,3
1,3,8.8,0,3,2,17.5,4,1,1,1,3
2,2,6.15,3,3,1,18.7,5,1,1,1,3
1,1,7.71,2,2,4,15.72,5,1,1,1,3
4,2,6.64,0,2,3,16.05,5,1,1,1,5
3,2,7.39,0,3,3,13.8,6,1,1,1,2
4,3,7.55,1,3,1,19.45,4,1,1,1,5
2,2,7.51,0,3,0,16.44,6,1,1,1,3
2,1,7.35,3,1,1,19.21,6,1,1,1,3
4,2,6.86,2,0,1,19.03,6,1,1,1,5
4,3,7.11,0,1,0,12.12,5,1,1,1,5
4,3,7.17,2,1,2,18.16,5,1,1,1,5
1,3,6.68,1,0,2,17.22,5,1,1,1,3
4,1,6.48,1,3,2,17.42,6,1,1,1,5
4,2,6.25,3,5,2,19.71,5,1,1,1,5
4,2,7.3,0,3,1,18.39,6,1,1,1,5
1,2,7.46,1,2,3,15.88,5,1,1,1,3
4,1,6.13,3,4,2,20.68,6,1,1,1,5
4,3,7.48,2,4,2,20.02,5,1,1,1,5
4,2,6.61,0,1,0,15.22,6,1,1,1,5
4,2,7.5,2,1,2,18.95,6,1,1,1,5
1,2,6.0,3,3,0,16.36,5,1,1,1,3
4,3,7.83,2,4,3,16.12,4,1,1,1,5
3,1,6.88,2,4,1,16.63,5,1,1,1,2
4,2,8.23,0,3,1,13.55,5,1,1,1,5
4,2,9.0,1,3,2,18.16,5,1,1,1,5
3,2,7.67,0,3,4,15.01,5,1,1,1,2
4,2,8.16,0,2,2,14.85,5,1,1,1,5
3,2,7.09,3,3,1,16.61,4,1,1,1,2
4,1,7.87,1,4,0,16.31,5,1,1,1,5
4,2,7.86,3,1,2,26.35,8,1,1,1,5
4,2,7.32,1,1,3,17.41,6,1,1,1,5
1,2,6.7,1,2,4,18.87,6,1,1,1,3
2,2,8.81,1,4,0,19.73,6,1,1,1,3
4,3,8.35,1,1,1,18.57,5,1,1,1,5
4,1,6.78,2,2,3,15.25,5,1,1,1,5
2,1,5.64,2,3,1,14.08,5,1,1,1,3
4,2,6.58,0,2,1,16.4,5,1,1,1,5
3,2,6.4,0,4,1,13.88,6,1,1,1,2
4,1,6.91,2,2,3,20.65,7,1,1,1,5
3,1,8.45,1,4,2,16.0,5,1,1,1,2
4,3,7.57,3,2,2,23.52,6,1,1,1,5
4,1,5.17,3,3,3,16.13,4,1,1,1,5
1,3,8.61,0,3,1,19.37,5,1,1,1,3
4,1,8.03,1,3,2,15.81,5,1,1,1,5
4,2,6.4,1,1,2,14.23,4,1,1,1,5
2,2,5.71,2,5,3,12.79,4,1,1,1,3
4,1,6.52,2,3,4,15.87,5,1,1,1,5
2,1,6.89,2,1,2,17.39,5,1,1,1,3
3,3,6.81,1,1,1,20.92,6,1,1,1,2
4,2,8.27,1,3,1,13.94,6,1,1,1,5
3,3,6.25,1,3,1,14.12,4,1,1,1,2
4,1,6.4,0,4,1,11.99,5,1,1,1,5
4,2,5.78,0,2,0,13.65,5,1,1,1,5
3,3,6.99,1,2,1,18.51,5,1,1,1,2
4,2,7.53,2,1,3,19.87,6,1,1,1,5
4,2,4.01,0,4,3,10.43,5,1,1,1,5
2,2,7.23,2,1,3,15.07,5,1,1,1,3
4,2,7.99,2,2,0,17.42,5,1,1,1,5
4,1,6.64,2,4,1,19.38,6,1,1,1,5
3,1,6.22,1,3,2,11.89,5,1,1,1,2
4,1,6.96,1,4,2,17.95,6,1,1,1,5
4,1,9.29,3,2,2,20.33,5,1,1,1,5
2,1,7.68,2,3,1,18.02,5,1,1,1,3
4,2,6.14,1,2,0,15.97,5,1,1,1,5
4,3,8.1,3,2,1,21.85,6,1,1,1,5
2,2,6.53,1,4,1,14.81,4,1,1,1,3
4,3,7.16,0,1,2,14.45,4,1,1,1,5
4,2,7.42,1,1,1,18.54,6,1,1,1,5
4,2,7.86,2,3,1,18.18,7,1,1,1,5
3,1,7.55,2,2,0,16.42,5,1,1,1,2
3,2,7.97,2,4,3,17.97,5,1,1,1,2
2,2,8.36,1,3,1,20.5,6,1,1,1,3
4,1,6.27,1,3,2,13.98,6,1,1,1,5
2,2,9.02,0,2,0,17.85,5,1,1,1,3
4,1,7.05,1,2,3,14.03,4,1,1,1,5
1,2,8.66,1,2,0,15.4,5,1,1,1,3
4,2,8.77,1,2,2,17.7,5,1,1,1,5
2,1,6.56,3,3,2,19.88,7,1,1,1,3
4,2,6.63,1,2,1,15.09,4,1,1,1,5
4,1,6.85,1,3,0,13.86,5,1,1,1,5
3,3,7.22,3,2,1,18.16,5,1,1,1,2
4,2,8.12,1,1,0,20.44,5,1,1,1,5
3,3,6.96,0,2,2,17.7,5,1,1,1,2
4,2,6.41,0,3,0,14.0,5,1,1,1,5
2,1,7.45,2,2,3,17.77,6,1,1,1,3
3,1,7.83,1,1,0,18.94,7,1,1,1,2
2,2,7.91,1,3,1,16.08,6,1,1,1,3
4,2,8.3,1,2,3,17.67,5,1,1,1,5
4,1,6.2,1,4,1,16.1,6,1,1,1,5
3,3,7.83,2,3,2,24.0,6,1,1,1,2
4,1,7.48,2,4,2,19.6,6,1,1,1,5
1,3,7.54,0,4,2,23.04,7,1,1,1,3
4,1,7.36,1,4,0,15.59,5,1,1,1,5
2,2,7.85,1,1,1,20.32,7,1,1,1,3
3,1,5.49,3,3,3,17.18,6,1,1,1,2
3,2,7.06,0,2,3,11.52,5,1,1,1,2
3,2,8.92,0,2,2,11.28,4,1,1,1,2
4,2,5.1,2,3,1,21.03,6,1,1,1,5
4,3,8.09,2,2,3,21.04,6,1,1,1,5
4,2,7.69,0,2,4,15.71,6,1,1,1,5
4,3,6.56,2,3,1,18.39,6,1,1,1,5
4,3,7.87,2,4,1,21.17,5,1,1,1,5
2,2,7.23,1,4,1,20.03,6,1,1,1,3
3,1,6.15,1,1,2,16.08,6,1,1,1,2
4,2,8.24,1,2,3,16.84,6,1,1,1,5
4,1,7.55,1,3,0,15.37,6,1,1,1,5
2,2,5.81,0,2,2,17.42,6,1,1,1,3
2,1,8.06,2,1,0,16.08,4,1,1,1,3
1,1,5.09,2,3,0,17.4,6,1,1,1,3
4,1,5.97,1,2,3,15.24,5,1,1,1,5
4,2,7.63,2,4,0,16.75,5,1,1,1,5
1,3,8.11,2,3,1,18.1,5,1,1,1,3
2,3,7.59,1,1,2,20.0,6,1,1,1,3
4,2,6.63,0,1,1,18.27,6,1,1,1,5
3,2,8.37,1,2,0,20.91,6,1,1,1,2
4,2,7.63,1,3,3,18.31,6,1,1,1,5
3,2,6.59,2,0,0,19.44,6,1,1,1,2
2,1,8.27,0,1,2,17.71,7,1,1,1,3
1,2,6.51,0,4,1,14.21,5,1,1,1,3
4,2,5.64,1,0,1,16.39,5,1,1,1,5
3,2,7.58,3,2,2,20.61,6,1,1,1,2
4,3,8.0,1,3,1,17.09,5,1,1,1,5
2,2,7.23,1,2,0,18.3,6,1,1,1,3
2,3,6.7,3,1,1,19.28,5,1,1,1,3
2,2,8.27,3,2,0,16.29,4,1,1,1,3
4,2,7.17,1,1,0,17.21,6,1,1,1,5
4,3,8.14,1,4,2,19.67,5,1,1,1,5
4,3,7.24,2,3,2,16.47,4,1,1,1,5
3,1,6.82,0,4,3,16.1,7,1,1,1,2
4,1,6.67,2,2,1,16.6,5,1,1,1,5
3,1,6.65,1,3,2,14.93,5,1,1,1,2
4,1,7.94,1,0,2,17.67,5,1,1,1,5
3,2,6.15,0,2,1,14.17,5,1,1,1,2
3,3,7.97,1,4,4,20.61,6,1,1,1,2
4,2,7.74,1,2,2,12.88,5,1,1,1,5
3,1,7.74,2,5,2,18.14,5,1,1,1,2
3,1,6.44,1,3,3,17.67,6,1,1,1,2
3,1,6.67,2,3,3,16.76,5,1,1,1,2
1,1,7.11,1,1,0,17.53,7,1,1,1,3
4,1,6.45,0,4,1,12.22,4,1,1,1,5
3,2,8.88,1,2,1,15.02,4,1,1,1,2
4,1,6.48,1,1,1,16.24,6,1,1,1,5
3,2,7.78,1,1,4,14.75,5,1,1,1,2
4,3,8.73,0,2,0,18.51,6,1,1,1,5
2,1,6.88,1,1,2,17.32,5,1,1,1,3
2,1,8.27,1,2,2,15.11,5,1,1,1,3
3,2,7.45,2,2,3,17.94,6,1,1,1,2
2,2,7.57,0,2,1,13.38,5,1,1,1,3
2,1,7.6,1,2,2,17.71,6,1,1,1,3
4,1,7.37,1,1,1,14.0,5,1,1,1,5
3,1,7.85,1,0,2,15.0,5,1,1,1,2
3,3,9.15,1,2,1,20.71,5,1,1,1,2
3,1,6.7,2,4,2,20.85,6,1,1,1,2
3,1,6.54,0,1,3,14.14,5,1,1,1,2
4,3,7.95,1,2,1,20.14,6,1,1,1,5
2,1,5.83,1,5,0,12.81,5,1,1,1,3
2,3,6.91,0,1,0,14.97,5,1,1,1,3
3,2,6.78,1,3,2,17.65,5,1,1,1,2
4,3,9.77,1,2,3,19.96,5,1,1,1,5
4,1,7.89,1,2,0,16.09,6,1,1,1,5
2,1,6.17,1,2,3,15.38,5,1,1,1,3
1,1,7.32,3,1,0,16.59,5,1,1,1,3
2,3,8.47,2,4,0,19.99,5,1,1,1,3
2,3,6.0,3,3,1,22.28,5,1,1,1,3
4,1,8.26,0,0,2,17.21,6,1,1,1,5
3,1,7.01,1,0,1,16.66,6,1,1,1,2
4,2,9.37,1,2,3,17.77,5,1,1,1,5
3,1,6.39,2,1,1,16.1,6,1,1,1,2
2,1,8.1,2,1,3,20.5,6,1,1,1,3
4,2,7.53,1,1,0,18.32,6,1,1,1,5
4,2,6.68,1,0,1,17.57,5,1,1,1,5
3,2,7.24,0,0,1,16.63,6,1,1,1,2
4,1,7.32,0,2,3,17.06,5,1,1,1,5
4,2,7.76,0,2,3,17.49,6,1,1,1,5
3,2,7.52,3,2,2,19.01,5,1,1,1,2
3,2,6.56,1,1,1,17.63,5,1,1,1,2
2,1,6.56,0,3,0,17.28,7,1,1,1,3
2,2,7.04,1,2,0,17.77,6,1,1,1,3
2,1,7.82,3,3,2,19.84,5,1,1,1,3
4,2,8.24,1,3,1,17.69,6,1,1,1,5
3,2,7.23,0,0,1,16.84,6,1,1,1,2
4,2,8.51,3,1,1,21.28,5,1,1,1,5
1,2,6.35,1,4,1,15.44,6,1,1,1,3
2,2,6.31,2,1,0,15.54,5,1,1,1,3
1,3,7.3,2,1,1,18.14,5,1,1,1,3
4,1,6.67,0,3,1,13.09,5,1,1,1,5
4,2,8.61,3,4,2,22.06,6,1,1,1,5
3,1,6.22,1,2,3,15.41,6,1,1,1,2
3,2,6.43,3,3,1,18.93,5,1,1,1,2
4,1,6.76,2,4,1,14.6,5,1,1,1,5
1,1,6.34,1,4,3,18.06,6,1,1,1,3
3,1,6.18,1,4,0,16.78,5,1,1,1,2
4,2,7.03,1,3,1,17.21,5,1,1,1,5
4,2,7.39,1,2,0,13.66,5,1,1,1,5
3,1,6.22,3,2,2,17.8,6,1,1,1,2
4,1,7.39,1,4,2,14.38,5,1,1,1,5
3,1,5.38,3,3,2,16.62,6,1,1,1,2
4,3,8.11,0,3,2,20.76,6,1,1,1,5
4,3,7.83,1,1,1,16.94,5,1,1,1,5
2,1,6.58,1,2,0,16.87,6,1,1,1,3
3,1,5.94,1,3,1,13.91,5,1,1,1,2
1,3,7.56,1,3,4,19.78,5,1,1,1,3
4,2,7.61,2,4,3,17.91,5,1,1,1,5
4,1,5.46,1,2,4,16.68,6,1,1,1,5
3,2,7.24,0,3,3,16.46,6,1,1,1,2
4,2,8.7,1,2,4,18.28,5,1,1,1,5
3,2,7.12,1,1,4,16.94,5,1,1,1,2
4,1,6.54,0,1,0,14.31,4,1,1,1,5
4,3,7.45,3,1,1,21.84,5,1,1,1,5
3,1,6.7,3,2,2,19.12,6,1,1,1,2
1,1,7.66,1,4,3,16.51,6,1,1,1,3
2,1,7.23,2,1,4,17.54,6,1,1,1,3
4,1,7.53,0,4,1,15.31,4,1,1,1,5
3,2,6.82,1,2,3,14.96,5,1,1,1,2
3,1,6.45,0,4,2,15.26,6,1,1,1,2
3,2,7.9,3,4,2,23.01,6,1,1,1,2
4,1,8.59,1,1,2,19.33,6,1,1,1,5
2,2,7.31,0,2,2,16.21,6,1,1,1,3
4,2,6.98,2,4,2,18.89,5,1,1,1,5
4,2,6.59,1,0,1,17.67,6,1,1,1,5
3,1,6.44,3,1,3,18.66,6,1,1,1,2
4,2,7.2,2,2,1,16.64,5,1,1,1,5
2,2,8.21,0,2,0,16.47,6,1,1,1,3
4,2,9.07,2,4,0,18.01,5,1,1,1,5
4,1,7.99,1,3,3,18.02,7,1,1,1,5
3,2,7.64,2,4,1,19.73,7,1,1,1,2
3,2,7.35,0,2,0,16.89,6,1,1,1,2
4,2,7.29,2,1,2,16.88,6,1,1,1,5
4,1,6.17,3,4,2,16.69,5,1,1,1,5
2,2,8.07,1,1,1,16.93,5,1,1,1,3
2,2,7.8,1,3,1,15.91,6,1,1,1,3
4,1,6.03,3,4,0,16.7,5,1,1,1,5
4,1,6.09,0,1,1,15.61,6,1,1,1,5
3,2,6.7,0,1,1,15.9,5,1,1,1,2
3,2,6.35,3,3,1,15.91,4,1,1,1,2
3,2,6.97,0,4,1,17.22,6,1,1,1,2
2,2,6.98,3,4,1,16.07,5,1,1,1,3
2,3,8.28,2,3,2,18.7,5,1,1,1,3
4,3,8.27,1,2,1,19.34,6,1,1,1,5
1,1,7.78,2,2,1,20.88,6,1,1,1,3
2,3,5.62,0,2,2,13.66,5,1,1,1,3
3,2,7.27,3,3,4,22.78,6,1,1,1,2
4,1,6.21,1,2,1,13.16,5,1,1,1,5
2,2,6.25,0,2,2,15.51,5,1,1,1,3
4,2,6.8,1,2,3,17.66,5,1,1,1,5
4,3,6.77,2,4,0,18.24,5,1,1,1,5
1,2,8.31,1,3,1,18.88,5,1,1,1,3
3,1,8.14,2,3,1,16.21,4,1,1,1,2
4,3,8.23,2,3,1,18.41,5,1,1,1,5
2,2,8.02,2,3,0,18.17,5,1,1,1,3
4,1,7.45,0,4,3,14.71,7,1,1,1,5
2,1,8.05,2,1,2,19.45,6,1,1,1,3
3,1,6.95,1,2,0,15.59,5,1,1,1,2
3,2,7.72,3,1,0,15.79,4,1,1,1,2
4,3,6.74,1,4,1,15.12,5,1,1,1,5
3,3,8.61,0,5,1,16.98,5,1,1,1,2
4,1,8.95,3,1,2,20.55,6,1,1,1,5
4,1,6.08,0,1,0,12.58,5,1,1,1,5
2,1,6.96,1,2,1,16.26,5,1,1,1,3
1,2,6.42,1,4,2,16.15,5,1,1,1,3
3,2,7.24,1,0,1,19.07,6,1,1,1,2
2,1,6.97,0,1,0,13.48,5,1,1,1,3
4,3,8.42,3,4,0,21.72,6,1,1,1,5
3,2,9.82,0,1,2,19.85,6,1,1,1,2
4,1,5.05,2,3,1,16.4,5,1,1,1,5
3,2,7.41,0,2,1,17.66,6,1,1,1,2
4,2,8.57,0,2,0,18.67,6,1,1,1,5
4,1,6.64,1,3,0,11.83,5,1,1,1,5
